nome,endereco,telefone,whatsapp,palavra_chave,cidade,bairro,data_coleta
Maison Cherie,"
R. Francisco Zicardi, 86 - Água Rasa, São Paulo - SP, 03335-090",551126718132,https://wa.me/551126718132,salão de beleza,São Paulo,Água Rasa,2025-09-29 09:19:05
Paróquia Nossa Senhora de Lourdes,"
R. João Soares, 13 - Água Rasa, São Paulo - SP, 03175-080",551126068309,https://wa.me/551126068309,salão de beleza,São Paulo,Água Rasa,2025-09-29 09:19:39
Studio Carol Cezarano - Esteticista,"
R. Américo Werneck, 16 - Água Rasa, São Paulo - SP, 03191-090",5511947389103,https://wa.me/5511947389103,salão de beleza,São Paulo,Água Rasa,2025-09-29 09:20:28
Pure Pilates - Água Rasa - Vila Diva,"
Rua Dr. Gabriel de Resende, 184 - Água Rasa, São Paulo - SP, 03350-005",5511975366060,https://wa.me/5511975366060,salão de beleza,São Paulo,Água Rasa,2025-09-29 09:20:39
Studio Cross 8 – Anália Franco,"
Av. Sapopemba, 953 - Água Rasa, São Paulo - SP, 03345-000",5511921064234,https://wa.me/5511921064234,salão de beleza,São Paulo,Água Rasa,2025-09-29 09:20:48
REDFIT Academia - Água Rasa,"
Av. Sapopemba, 1101 - Água Rasa, São Paulo - SP, 03344-050",5511913006939,https://wa.me/5511913006939,salão de beleza,São Paulo,Água Rasa,2025-09-29 09:20:54
Callegari Academia - Escola de Danças,"
R. Gen. Argolo, 761 - Vila Invernada, São Paulo - SP, 03350-110 - Água Rasa, São Paulo - SP, 03350-110",551129665747,https://wa.me/551129665747,salão de beleza,São Paulo,Água Rasa,2025-09-29 09:21:03
Pilates STUDIO FLUE I Yoga e Técnica Hipopressiva - Regente Feijó I Água Rasa,"
Av. Sapopemba, 1118 - loja 04 - Vila Reg. Feijó, São Paulo - SP, 03345-000",5511953598850,https://wa.me/5511953598850,salão de beleza,São Paulo,Água Rasa,2025-09-29 09:21:30
Salão de Beleza Studio JBL,"
Av. Aricanduva, 6599 - Sala 18 - Aricanduva, São Paulo - SP, 03572-130",5511987206188,https://wa.me/5511987206188,salão de beleza,São Paulo,Aricanduva,2025-09-29 09:38:59
Alooks Hair Studio,"
Av. Aricanduva, 5555 - Vila Matilde, São Paulo - SP, 03527-900",551134442288,https://wa.me/551134442288,salão de beleza,São Paulo,Aricanduva,2025-09-29 09:39:05
Beto,"
Rua Antônio La Giudice, 732 - Aricanduva, São Paulo - SP, 03454-000",5511981615545,https://wa.me/5511981615545,salão de beleza,São Paulo,Aricanduva,2025-09-29 09:39:15
Kazuko Cabelo e Estética,"
Av. Rio das Pedras, 3509 - Jardim Aricanduva, São Paulo - SP, 03930-310",551125327462,https://wa.me/551125327462,salão de beleza,São Paulo,Aricanduva,2025-09-29 09:39:22
Salão Bem Me Quero,"
Rua Annie Álvares Penteado, 99 - Aricanduva, São Paulo - SP, 03906-060",5511951770652,https://wa.me/5511951770652,salão de beleza,São Paulo,Aricanduva,2025-09-29 09:39:29
Studio Star | Beleza e Estética By: Aurea Honorato,"
Av. Rio das Pedras, 1735 - Jardim Aricanduva, São Paulo - SP, 03453-100",5511910196432,https://wa.me/5511910196432,salão de beleza,São Paulo,Aricanduva,2025-09-29 09:39:37
Loripps Cabeleireiros,"
Dentro do Carrefour Aricanduva - Av. Rio das Pedras, 555 - Jardim Aricanduva, São Paulo - SP, 03453-000",551127835525,https://wa.me/551127835525,salão de beleza,São Paulo,Aricanduva,2025-09-29 09:39:44
Marcelo e Sandra Salão de Beleza,"
Rua Gustavo, Praça Santo João Vicenzotto, 118 - Jardim Aricanduva, São Paulo - SP, 03454-050",5511987200872,https://wa.me/5511987200872,salão de beleza,São Paulo,Aricanduva,2025-09-29 09:40:11
Salão de beleza Brilho E Estillo,"
Av. Governador Adhemar Pereira de Barros, 207 - Aricanduva, São Paulo - SP, 03454-070",551127225723,https://wa.me/551127225723,salão de beleza,São Paulo,Aricanduva,2025-09-29 09:40:21
Única Sempre - Salão de Beleza Aricanduva,"
Rua Antônio La Giudice, 732 - Aricanduva, São Paulo - SP, 03454-000",5511984373363,https://wa.me/5511984373363,salão de beleza,São Paulo,Aricanduva,2025-09-29 09:40:28
Alice Bella Hair,"
Av. Odilon Pires, 124 - Jardim Aricanduva, São Paulo - SP, 03455-000",5511952945581,https://wa.me/5511952945581,salão de beleza,São Paulo,Aricanduva,2025-09-29 09:40:38
Studio Beatriz Ogawa,"
Av. Odilon Pires, 157 - Aricanduva, São Paulo - SP, 03455-000",5511991179707,https://wa.me/5511991179707,salão de beleza,São Paulo,Aricanduva,2025-09-29 09:40:46
Studio AB Beauty,"
Rua Abdo Salém, 66 - Aricanduva, São Paulo - SP, 03462-070",5511996671117,https://wa.me/5511996671117,salão de beleza,São Paulo,Aricanduva,2025-09-29 09:40:55
Adriana Oliveira Cabelo estética fácil e corporal,"
R. São Félix de Cantalício, 100 - Jardim Aricanduva, São Paulo - SP, 03455-080",5511982899738,https://wa.me/5511982899738,salão de beleza,São Paulo,Aricanduva,2025-09-29 09:41:05
DESIGN HAIR AND BODY,"
Av. Francisco José Resende, 10 - Jardim Aricanduva, São Paulo - SP, 03456-000",551127253084,https://wa.me/551127253084,salão de beleza,São Paulo,Aricanduva,2025-09-29 09:41:29
Beleza em Foco,"
Av. Francisco José Resende, 90 - Jardim Aricanduva, São Paulo - SP, 03456-000",5511979956433,https://wa.me/5511979956433,salão de beleza,São Paulo,Aricanduva,2025-09-29 09:41:37
Arte & Beleza Concept Beauty,"
Av. Rio das Pedras, 4021 - Jardim Aricanduva, São Paulo - SP, 03453-200",5511963594447,https://wa.me/5511963594447,salão de beleza,São Paulo,Aricanduva,2025-09-29 09:41:47
Espaço Blessed Club,"
Av. Aricanduva, 6599 - Cidade Líder, São Paulo - SP, 03527-000",5511949007409,https://wa.me/5511949007409,salão de beleza,São Paulo,Aricanduva,2025-09-29 09:41:57
"Studio Missi - Unhas, Cílios e Sobrancelhas","
Av. Rio das Pedras, 1181 - Jardim Aricanduva, São Paulo - SP, 03452-100",5511992594149,https://wa.me/5511992594149,salão de beleza,São Paulo,Aricanduva,2025-09-29 09:42:07
Thfioseformas | Especialista Cabelos Femininos,"
Rua Antônio La Giudice, 401 - Jardim Aricanduva, São Paulo - SP, 03454-000",5511933994489,https://wa.me/5511933994489,salão de beleza,São Paulo,Aricanduva,2025-09-29 09:42:49
Barbearia Senior Kids,"
Praça Santo João Vicenzotto, 15 - Aricanduva, São Paulo - SP, 03454-080",5511975377250,https://wa.me/5511975377250,salão de beleza,São Paulo,Aricanduva,2025-09-29 09:58:12
Studio 4 Vanda e Cabeleireiros,"
R. Dr. Campos Moura, 55 - Parque Artur Alvim, São Paulo - SP, 03568-010",5511947888261,https://wa.me/5511947888261,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:02:15
Salão de Beleza Gleyce Nardes | Tranças | Mega Hair | Cabelos Crespos e Cacheados | Artur Alvim SP,"
R. Karl Gustav Jacobi, 81 - Artur Alvim, São Paulo - SP, 03690-070",5511980789244,https://wa.me/5511980789244,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:02:25
Studio T - Hair & Beauty,"
n° 180 - R. Jorge de Almeida Quirino - Artur Alvim, São Paulo - SP, 03567-100",5511947775539,https://wa.me/5511947775539,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:02:31
Espaço Nara - Esmalteria especializada em alongamento Unha,"
Ao lado das Lojas Americanas - Rua Dr. Campos Moura, 307 - Sala 06 NA RUA DO, Estação Artur Alvim - Parque Artur Alvim, São Paulo - SP, 03568-010",5511945556814,https://wa.me/5511945556814,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:02:38
Studio M,"
Av. Padre Estanislau de Campos, 755 - Artur Alvim - Conj. Hab. Padre Manoel da Nobrega, São Paulo - SP, 03590-060",5511978585000,https://wa.me/5511978585000,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:02:47
The Place - Especialista em crespos e cacheados,"
R. Inês Monteiro, 73 - Artur Alvim, São Paulo - SP, 03568-030",5511981424510,https://wa.me/5511981424510,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:03:01
Daniele Gama | Studio de Beleza,"
R. Dr. Campos Moura, 443 - sala 3 - Artur Alvim, São Paulo - SP, 03568-010",5511940012960,https://wa.me/5511940012960,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:03:33
Irene Cabeleireiros,"
R. Dr. Luís Aires, 2114 - Parque Artur Alvim, São Paulo - SP, 03568-000",5511979606197,https://wa.me/5511979606197,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:03:43
Eximio's Fashion Hair,"
R. Galileu Menon, 165 - Artur Alvim, São Paulo - SP, 03567-010",551127422910,https://wa.me/551127422910,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:03:56
Silvana Martins Clinic,"
R. Pedro Filier, 6B - Artur Alvim, São Paulo - SP, 03568-080",5511952363061,https://wa.me/5511952363061,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:04:03
Mattos Cabeleireiros,"
R. Des. Rocha Portela, 1018 - Artur Alvim, São Paulo - SP, 03667-000",551127415921,https://wa.me/551127415921,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:04:12
"Belle Époque -Dia da Noiva , Cabelo , Depilação Laser e Estética","
Av. Sport Club Corinthians Paulista, 2082 - Parque Artur Alvim, São Paulo - SP, 03568-000",5511995024561,https://wa.me/5511995024561,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:04:18
Studio Edileuza Moreira,"
Av. Águia de Haia, 393 - Artur Alvim, São Paulo - SP, 03694-000",5511991942810,https://wa.me/5511991942810,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:04:39
Mundo Das Sobrancelhas - unidade Artur Alvim,"
Em Frente Ao Bola Bar - R. Inês Monteiro, 336 B - Artur Alvim, São Paulo - SP, 03568-050",551125923770,https://wa.me/551125923770,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:04:46
Marcolina Hair Style - Salão de Beleza,"
R. Inês Monteiro, 213 - Artur Alvim, São Paulo - SP, 03568-030",5511966048379,https://wa.me/5511966048379,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:04:55
Studio Angela Beleza e Estética,"
R. Inês Monteiro, 273 - Artur Alvim, São Paulo - SP, 03568-030",5511951420710,https://wa.me/5511951420710,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:05:05
Studio Honda - Micropigmentação e Design de Sobrancelhas,"
R. Maria Eugênia Célso, 144 - Artur Alvim, São Paulo - SP, 03568-050",5511930714562,https://wa.me/5511930714562,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:05:11
Salão de Beleza Flavia New Fashion,"
R. Maciel Monteiro, 754 - Artur Alvim, São Paulo - SP, 03566-000",5511981409370,https://wa.me/5511981409370,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:05:18
Studio Arte e Beleza,"
R. Peixoto Werneck, 486 - Artur Alvim, São Paulo - SP, 03568-060",5511947598511,https://wa.me/5511947598511,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:05:46
Especialista em Loiros e Morenas iluminadas Marcia Rocha,"
R. Inês Monteiro, 210 - Artur Alvim, São Paulo - SP, 03568-030",5511954421167,https://wa.me/5511954421167,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:05:54
Donn Cabeleireiros,"
R. Dr. Campos Moura, 80 - Artur Alvim, São Paulo - SP, 03568-010",5511960740481,https://wa.me/5511960740481,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:06:01
Espaço Tabata Nogueira,"
Av. Águia de Haia, 578 - Artur Alvim, São Paulo - SP, 03694-000",5511930081944,https://wa.me/5511930081944,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:06:08
Isabella Oliveira Beauty,"
R. Inês Monteiro, 288 - Parque Artur Alvim, São Paulo - SP, 03568-030",5511914889615,https://wa.me/5511914889615,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:06:16
Harmony Beauty Salon,"
R. Pedro Filier, 21 - Parque Artur Alvim, São Paulo - SP, 03568-080",5511994121223,https://wa.me/5511994121223,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:06:35
Instituto de Beleza Miguel Faustino,"
R. Peixoto Werneck, 226 - Térreo - Artur Alvim, São Paulo - SP, 03568-060",5511984754138,https://wa.me/5511984754138,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:06:45
Studio villa’s - Estética/ Cílios / Depilação,"
Av. Sport Club Corinthians Paulista, 2042 - Artur Alvim, São Paulo - SP, 03568-000",5511986072793,https://wa.me/5511986072793,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:06:53
Salāo Styllus,"
R. Inês Monteiro, 89 - Parque Artur Alvim, São Paulo - SP, 03568-030",551123593875,https://wa.me/551123593875,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:07:02
Tina Hair - Artur Alvim,"
R. Dr. Campos Moura, 266 A - Artur Alvim, São Paulo - SP, 03568-010",551122544882,https://wa.me/551122544882,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:07:12
Espaço dos cílios,"
Avenida Sport Club Corinthians Paulista, 2042, Sala 04, São Paulo, São Paulo, 03568000 - Artur Alvim, São Paulo - SP, 03568-000",5511951941454,https://wa.me/5511951941454,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:07:21
Espaço Ebenezer :Unhas -Cílios -Sobrancelha -Depilação -Cabelo em Geral,"
R. Peixoto Werneck, 386 - Parque Artur Alvim, São Paulo - SP, 03568-060",5511966937086,https://wa.me/5511966937086,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:07:47
ESCOLA DE CABELEIREIROS NONAKA | ARTUR ALVIM,"
R. Inês Monteiro, 58 - Parque Artur Alvim, São Paulo - SP, 03568-030",551127429631,https://wa.me/551127429631,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:07:55
Fox Cabeleireiros,"
R. Benedito Leal, 461 - Artur Alvim, São Paulo - SP, 03567-060",551127418274,https://wa.me/551127418274,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:08:01
"Michelly.nails01alongamentode unha,fibra de vidro,gel,esmalteria na região da zona leste Artur Alvim extensão de cílios","
Zona leste - Av. Dr. Pereira Vergueiro, 364 - Artur Alvim, São Paulo - SP, 03563-000",5511919854393,https://wa.me/5511919854393,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:08:10
Esmalteria Artur Alvim,"
R. Fernandes Pereira, 547 - Vila Santa Teresa (Zona Leste), São Paulo - SP, 03565-000",5511987455638,https://wa.me/5511987455638,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:08:16
Esmalteria e podólogia,"
Av. Sport Club Corinthians Paulista, 2042 - sala 4B - Parque Artur Alvim, São Paulo - SP, 03568-000",5511966782632,https://wa.me/5511966782632,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:08:22
Studio A Cabeleireiros Unissex,"
A, R. Maria Eugênia Célso, 183 - Parque Artur Alvim, São Paulo - SP, 03568-050",5511987214098,https://wa.me/5511987214098,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:08:43
Studio Josie de Souza,"
Rua Ângelo Saccol - Artur Alvim, São Paulo - SP, 03563-200",5511986226051,https://wa.me/5511986226051,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:08:51
Studio GM Hair,"
R. Inês Monteiro, 317 - Parque Artur Alvim, São Paulo - SP, 03568-030",5511970869066,https://wa.me/5511970869066,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:08:58
ANGEL SANCTO CABELEIREIROS,"
Av. Dr. Pereira Vergueiro, 502 - Artur Alvim, São Paulo - SP, 03563-000",5511962508017,https://wa.me/5511962508017,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:09:03
Jaqueline Alcantara nails Artur Alvim,"
Av. Padre Sena Freitas, 07 - Parque Artur Alvim, São Paulo - SP, 03568-020",5511918263306,https://wa.me/5511918263306,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:09:13
Silvia_Hair_Designer,"
Rua Padre Antônio dos Reis, 65 - Artur Alvim, São Paulo - SP, 03590-200",5511959916916,https://wa.me/5511959916916,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:09:21
Teca Salão de Beleza,"
R. Maria Eugênia Célso, 74 - Parque Artur Alvim, São Paulo - SP, 03568-050",551134191009,https://wa.me/551134191009,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:09:28
"Safira Cabeleireiros, barbearia, manicure e sobrancelha","
R. Rio Mearim, 275 - Jardim Artur Alvim, São Paulo - SP, 03687-050",5511991682116,https://wa.me/5511991682116,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:09:52
Thereza Hair,"
Av. Esperantina, 134 - Artur Alvim, São Paulo - SP, 03692-000",5511930928691,https://wa.me/5511930928691,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:10:00
Alexia Grejamin Sobrancelhas e Cílios Beauty & Academy,"
R. Dr. Campos Moura, 99 - Parque Artur Alvim, São Paulo - SP, 03568-010",5511998108218,https://wa.me/5511998108218,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:10:10
STUDIO ELAINE SOUSA,"
R. Des. Rocha Portela, 1076 - Artur Alvim, São Paulo - SP, 03567-000",5511962242361,https://wa.me/5511962242361,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:10:25
Patrícia Moura Esmaltação em gel e alongamentos,"
R. Maciel Monteiro, 818 - sala 5 - Artur Alvim, São Paulo - SP, 03566-000",5511958595693,https://wa.me/5511958595693,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:10:32
New York Cabeleireiros,"
R. Pedreira de Magalhães, 155 - Artur Alvim, São Paulo - SP, 03568-040",5511975941244,https://wa.me/5511975941244,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:11:09
Studio Adriana Barbosa,"
Av. Paraguassu Paulista, 820 - Sala 2 - Artur Alvim, São Paulo - SP, 03564-000",5511954951161,https://wa.me/5511954951161,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:11:14
Soul Lashes & Beauty,"
Calçada do metro Artur Alvim - R. Dr. Campos Moura, 291 - sala3 - Parque Artur Alvim, São Paulo - SP, 03568-010",5511964265969,https://wa.me/5511964265969,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:11:21
Studio Glamour CosmaeFabio,"
Av paraguassu Paulista 697 Artur Alvim - Vila Santa Teresa, São Paulo - SP, 03564-000",5511980478847,https://wa.me/5511980478847,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:11:29
Studio Nathy's,"
R. Vinte e Sete de Novembro, 106 - Artur Alvim, São Paulo - SP, 03563-110",5511959750195,https://wa.me/5511959750195,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:11:37
Studio Jéssica Santos JS Beauty,"
Rua Henrique Jacobs, 228 - Artur Alvim, São Paulo - SP, 03566-010",5511993421115,https://wa.me/5511993421115,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:11:42
Manheze Beauty,"
R. Inês Monteiro, 362 - sala 01 - Artur Alvim, São Paulo - SP, 03590-200",5511951486284,https://wa.me/5511951486284,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:12:09
Belezza Black,"
R. Dr. Campos Moura, 286 - Parque Artur Alvim, São Paulo - SP, 03568-010",551127689848,https://wa.me/551127689848,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:12:16
Dupretto Cabeleireiros,"
R. Peixoto Werneck, 474 - Parque Artur Alvim, São Paulo - SP, 03568-060",551127410101,https://wa.me/551127410101,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:12:32
Zona Leste Barbearia - Especialista em corte de cabelo Masculino de alto nivel,"
Av. Águia de Haia, 718-A - Artur Alvim, São Paulo - SP, 03694-000",551132975035,https://wa.me/551132975035,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:12:42
Salao Lourdes,"
Av. Padre Sena Freitas, 19 - Parque Artur Alvim, São Paulo - SP, 03568-020",5511953914885,https://wa.me/5511953914885,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:12:49
Studio Fran Kapelly,"
Rua Dr. Motta Rezende, 71 - Artur Alvim, São Paulo - SP, 03568-065",5511962108365,https://wa.me/5511962108365,salão de beleza,São Paulo,Artur Alvim,2025-09-29 10:12:57
