nome,endereco,telefone,whatsapp,palavra_chave,cidade,bairro,data_coleta
Pávula Beleza & Estética,"
Av. Rangel Pestana - Brás, São Paulo - SP, 03001-000",5511940881428,https://wa.me/5511940881428,salão de beleza,São Paulo,Brás,2025-09-29 16:52:44
Look Hair Evolution Brasil Cabeleireiros,"
R. Joaquim Nabuco, 97 - Sala 5 - Brás, São Paulo - SP, 04621-001",551126922029,https://wa.me/551126922029,salão de beleza,São Paulo,Brás,2025-09-29 16:52:51
Stilo e Beleza Crys,"
R. Barão de Ladário, 799 - Brás, São Paulo - SP, 03010-000",551132284654,https://wa.me/551132284654,salão de beleza,São Paulo,Brás,2025-09-29 16:53:00
Studio Topshop SALAO SPA BARBEARIA,"
rua joao teodoro 973 primeiro andar sala 101 c - Brás, São Paulo - SP, 03009-000",5511995269863,https://wa.me/5511995269863,salão de beleza,São Paulo,Brás,2025-09-29 16:53:22
Beauty Garage,"
R. Caetano Pinto, 243 - Brás, São Paulo - SP, 03041-000",5511946131507,https://wa.me/5511946131507,salão de beleza,São Paulo,Brás,2025-09-29 16:53:29
Studio J&F de Beleza,"
R. do Lucas, 98 - Brás, São Paulo - SP, 03005-000",551132289159,https://wa.me/551132289159,salão de beleza,São Paulo,Brás,2025-09-29 16:53:39
Miriam Fashion Cabelos E Estética,"
Rua Hipódromo, 137 - Brás, São Paulo - SP, 03051-000",551126933844,https://wa.me/551126933844,salão de beleza,São Paulo,Brás,2025-09-29 16:53:49
Studio Style Fashion,"
Av. Celso Garcia, 528 - Sala 13 - Brás, São Paulo - SP, 03014-000",5511965427950,https://wa.me/5511965427950,salão de beleza,São Paulo,Brás,2025-09-29 16:53:56
Izabel Cabeleireiros,"
Av. Celso Garcia, 419 - Brás, São Paulo - SP, 03015-000",551126946854,https://wa.me/551126946854,salão de beleza,São Paulo,Brás,2025-09-29 16:54:39
Studio F - Fernanda Assis,"
R. Campos Sales, 54 - Brás, São Paulo - SP, 03041-090",5511953412516,https://wa.me/5511953412516,salão de beleza,São Paulo,Brás,2025-09-29 16:54:48
Instituto Embelleze Bras,"
Av. Celso Garcia, 170 - Brás, São Paulo - SP, 03002-000",5511992778832,https://wa.me/5511992778832,salão de beleza,São Paulo,Brás,2025-09-29 16:54:54
Studio Chris - Salão de Beleza,"
R. Xavantes, 207 - sobreloja - Brás, São Paulo - SP, 03027-000",5511951695887,https://wa.me/5511951695887,salão de beleza,São Paulo,Brás,2025-09-29 16:55:04
Beauty C Studio,"
R. Alm. Brasil, 282 - Mooca, São Paulo - SP, 03164-120",5511997229542,https://wa.me/5511997229542,salão de beleza,São Paulo,Brás,2025-09-29 16:55:24
Espaço Glamour,"
R. Joaquim Nabuco, 105A - Brás, São Paulo - SP, 03050-020",5511980417965,https://wa.me/5511980417965,salão de beleza,São Paulo,Brás,2025-09-29 16:55:47
Studio Dani Pinheiro Nails,"
R. Carneiro Leão, 515 - Sobreloja - Brás, São Paulo - SP, 03040-000",5511978710632,https://wa.me/5511978710632,salão de beleza,São Paulo,Brás,2025-09-29 16:55:52
Espaço Tania Mendonça,"
R. do Lucas, 144 - Brás, São Paulo - SP, 03005-000",5511964130222,https://wa.me/5511964130222,salão de beleza,São Paulo,Brás,2025-09-29 16:56:00
Espaço Maria Cibulsky,"
R. Cavalheiro, 416 - Brás, São Paulo - SP, 03050-010",5511991364537,https://wa.me/5511991364537,salão de beleza,São Paulo,Brás,2025-09-29 16:56:07
Aline Goes Beauty,"
R. Flora, 126 - Brás, São Paulo - SP, 03041-070",5511982866447,https://wa.me/5511982866447,salão de beleza,São Paulo,Brás,2025-09-29 16:56:15
Cabelos de Madame,"
R. Campos Sales, 54 - Brás, São Paulo - SP, 03041-090",5511951665170,https://wa.me/5511951665170,salão de beleza,São Paulo,Brás,2025-09-29 16:56:41
ESPAÇO ADRIANA GOMES PODOLOGIA E BELEZA,"
R. do Lucas, 220 - Brás, São Paulo - SP, 03005-000",5511983742063,https://wa.me/5511983742063,salão de beleza,São Paulo,Brás,2025-09-29 16:56:49
Elegance Centro de Beleza,"
Rua André de Leão 323 Alto - Brás, São Paulo - SP, 03101-010",5511967862902,https://wa.me/5511967862902,salão de beleza,São Paulo,Brás,2025-09-29 16:56:58
André Ribeiro Cabelo & Cia.,"
R. Alm. Brasil, 275 - Mooca, São Paulo - SP, 03164-120",5511967381774,https://wa.me/5511967381774,salão de beleza,São Paulo,Brás,2025-09-29 16:57:21
Studio D,"
R. Cel. Emídio Piedade, 15 - Brás, São Paulo - SP, 03018-010",551120812861,https://wa.me/551120812861,salão de beleza,São Paulo,Brás,2025-09-29 16:57:29
Gossip Studio,"
Rua Hipódromo, 96 - Brás, São Paulo - SP, 03051-000",5511984549361,https://wa.me/5511984549361,salão de beleza,São Paulo,Brás,2025-09-29 16:57:36
Maquiador e Cabelereiro em São Paulo | Hicaro Thales,"
R. Cel. Mursa, 56 - Brás, São Paulo - SP, 03043-050",5511995528535,https://wa.me/5511995528535,salão de beleza,São Paulo,Brás,2025-09-29 16:57:43
Lord Barbearia,"
R. Azevedo Júnior, 214 - Brás, São Paulo - SP, 03040-020",5511939619243,https://wa.me/5511939619243,salão de beleza,São Paulo,Brás,2025-09-29 16:58:12
Atelier de Beleza,"
Rua Hipódromo, 662 - Brás, São Paulo - SP, 03051-000",551121297192,https://wa.me/551121297192,salão de beleza,São Paulo,Brás,2025-09-29 16:58:30
Estela Estetica Brás,"
R. Barão de Ladário, 585 - sala 11 - Brás, São Paulo - SP, 03010-000",5511948582538,https://wa.me/5511948582538,salão de beleza,São Paulo,Brás,2025-09-29 16:58:40
Paradiso dos Cabelo,"
R. Dr. Almeida Lima, 29A - Brás, São Paulo - SP, 03046-010",5511985119022,https://wa.me/5511985119022,salão de beleza,São Paulo,Brás,2025-09-29 16:58:51
Janio Salão de Beleza,"
Av. Celso Garcia, 372 - Loja 10 - Brás, São Paulo - SP, 03015-000",5511985043783,https://wa.me/5511985043783,salão de beleza,São Paulo,Brás,2025-09-29 16:59:00
Gessika Martins Manicure Nails Designer,"
Rua Hipódromo, 570 - Brás, São Paulo - SP, 03051-000",5511987227576,https://wa.me/5511987227576,salão de beleza,São Paulo,Brás,2025-09-29 16:59:09
Solange Hair,"
Altura do n. 2440, Av. Rangel Pestana, S/N - Brás, São Paulo - SP, 03002-000",551122928475,https://wa.me/551122928475,salão de beleza,São Paulo,Brás,2025-09-29 16:59:37
Beto Style - Salão de Beleza,"
R. João Boemer, 1293 - Brás, São Paulo - SP, 03018-000",551123097274,https://wa.me/551123097274,salão de beleza,São Paulo,Brás,2025-09-29 16:59:45
Alongamento de cílios em São Paulo - studio poliane santana,"
R. Caetano Pinto - Brás, São Paulo - SP, 03041-000",5511958952103,https://wa.me/5511958952103,salão de beleza,São Paulo,Brás,2025-09-29 16:59:55
Corte Bem,"
Largo da Concórdia, 974 - Brás, São Paulo - SP, 03012-010",5511984951341,https://wa.me/5511984951341,salão de beleza,São Paulo,Brás,2025-09-29 17:00:26
M & C Andrade Cabeleireiros,"
R. Uruguaiana - Brás, São Paulo - SP, 03050-040",551127967883,https://wa.me/551127967883,salão de beleza,São Paulo,Brás,2025-09-29 17:00:45
Tricofios /salonclinic,"
ed Honório Líbero - Av. Alcântara Machado, 80 - sala 33 - Brás, São Paulo - SP, 03102-000",5511976492578,https://wa.me/5511976492578,salão de beleza,São Paulo,Brás,2025-09-29 17:01:02
Tricofios /salonclinic,"
ed Honório Líbero - Av. Alcântara Machado, 80 - sala 33 - Brás, São Paulo - SP, 03102-000",5511976492578,https://wa.me/5511976492578,salão de beleza,São Paulo,Brás,2025-09-29 17:01:12
Claudia Bilino Hair Studio,"
R. Xavantes, 272 - Brás, São Paulo - SP, 03027-000",551122918125,https://wa.me/551122918125,salão de beleza,São Paulo,Brás,2025-09-29 17:01:20
Ma Che Bella,"
R. Visc. de Abaeté, 153 - Brás, São Paulo - SP, 03012-050",551122920120,https://wa.me/551122920120,salão de beleza,São Paulo,Brás,2025-09-29 17:01:46
Meu stylo,"
Av. Celso Garcia, 1293 - Brás, São Paulo - SP, 03015-000",5511989414901,https://wa.me/5511989414901,salão de beleza,São Paulo,Brás,2025-09-29 17:01:54
Ray Silva Hair,"
R. Barão de Ladário, 585 - Brás, São Paulo - SP, 03010-000",5511954443124,https://wa.me/5511954443124,salão de beleza,São Paulo,Brás,2025-09-29 17:02:02
Studio F | Bronze e Salão de Beleza,"
R. Campos Sales, 54 - Brás, São Paulo - SP, 03041-090",5511953412516,https://wa.me/5511953412516,salão de beleza,São Paulo,Brás,2025-09-29 17:02:08
Illumine Hair,"
Rua Hipódromo, 368 - Brás, São Paulo - SP, 03051-000",5511967059414,https://wa.me/5511967059414,salão de beleza,São Paulo,Brás,2025-09-29 17:02:15
Deise salão D'ivas,"
Av. Celso Garcia, 528 - 02 - Brás, São Paulo - SP, 03014-000",5511982935859,https://wa.me/5511982935859,salão de beleza,São Paulo,Brás,2025-09-29 17:02:24
T&DBEAUTYHAIR,"
R. Rio Bonito, 108 - Brás, São Paulo - SP, 03023-000",5511949041182,https://wa.me/5511949041182,salão de beleza,São Paulo,Brás,2025-09-29 17:02:32
Amor e Cor | Salão de beleza,"
Av. Cangaíba, 3600 - Cangaiba, São Paulo - SP, 03712-005",5511910572229,https://wa.me/5511910572229,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:01:31
Revolução Cabeleireiros,"
Av. Cangaíba, 2776 - Cangaiba, São Paulo - SP, 03712-001",551126870430,https://wa.me/551126870430,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:01:38
Espaço da Peixinho,"
Av. Cangaíba, 2936 - Cangaiba, São Paulo - SP, 03712-005",5511916095228,https://wa.me/5511916095228,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:01:45
Studio Ale Neto,"
Av. Cangaíba, 3976 - Cangaiba, São Paulo - SP, 03712-006",5511962282890,https://wa.me/5511962282890,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:01:54
Studio Viviane Andrade,"
Av. Cangaíba, 2758A - Sala 1 - Cangaiba, São Paulo - SP, 03712-008",5511997883503,https://wa.me/5511997883503,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:02:03
Stillus Cabeleireiros,"
Av. Cangaíba, 2998 - Cangaiba, São Paulo - SP, 03712-001",551120232503,https://wa.me/551120232503,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:02:12
Realce Cabeleireiro,"
Av. Cangaíba, 2778 - 1o andar - Penha de França, São Paulo - SP, 03721-220",551126822837,https://wa.me/551126822837,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:02:20
Espaço Almeida,"
Av. Cangaíba, 4124 - Cangaiba, São Paulo - SP, 03081-015",5511942447538,https://wa.me/5511942447538,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:02:40
Studio M,"
Av. Cangaíba, 1306 - Cangaiba, São Paulo - SP, 03712-000",551126413706,https://wa.me/551126413706,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:02:46
Realce Esmalteria,"
Av. Cangaíba, 2021 - Cangaiba, São Paulo - SP, 03711-006",5511977825186,https://wa.me/5511977825186,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:02:53
Maria Bonita salão de beleza,"
Av. Cangaíba, 5291 - Cangaiba, São Paulo - SP, 03711-011",5511994753942,https://wa.me/5511994753942,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:03:00
Performance Cabeleireiros e Estética,"
Av. Cangaíba, 2936 - Cangaiba, São Paulo - SP, 03712-005",5511982280278,https://wa.me/5511982280278,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:03:08
Studio Amanda Sena,"
R. Mara Nobre, 13 - Cangaiba, São Paulo - SP, 03720-070",5511977411007,https://wa.me/5511977411007,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:03:16
Espaço Leo • Salão e Barbearia L&O,"
Av. Cangaíba, 820 - Cangaiba, São Paulo - SP, 03712-000",5511977523211,https://wa.me/5511977523211,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:03:25
"Studio *Madame Queen* Unha, cílios, sobrancelha, massagens, depilação, limpeza de pele, manicure e pedicure","
Av. Cangaíba, 2583 - Cangaiba, São Paulo - SP, 03721-040",5511991700562,https://wa.me/5511991700562,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:03:50
Studio Marcia Camargo,"
Av. Cangaíba, 2331 - Jardim Piratininga, São Paulo - SP, 03711-001",5511966960549,https://wa.me/5511966960549,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:03:57
Studio beleza & moda,"
Rua Basílio Basily, 61 - Cangaiba, São Paulo - SP, 03728-200",5511985645852,https://wa.me/5511985645852,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:04:06
Espaço Beleza | Depilação e Beleza,"
Av. Cangaíba, 3580 - Cangaiba, São Paulo - SP, 03712-005",5511973924155,https://wa.me/5511973924155,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:04:13
Espaço Beleza | Depilação e Beleza,"
Av. Cangaíba, 3580 - Cangaiba, São Paulo - SP, 03712-005",5511973924155,https://wa.me/5511973924155,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:04:20
Espaço Vânia Gonçalves,"
R. Pedro de Brito, 403 a - Cangaiba, São Paulo - SP, 03721-035",5511983800443,https://wa.me/5511983800443,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:04:27
Studio Belissa Hair,"
Av. Cangaíba, 2023 - Cangaiba, São Paulo - SP, 03711-000",5511983445554,https://wa.me/5511983445554,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:04:49
Studio Jéssica Souza,"
Av. Cangaíba, 173 - Sala 1 - Penha de França, São Paulo - SP, 03711-000",5511978348571,https://wa.me/5511978348571,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:04:57
Edilania dos reis,"
Av. Cangaíba, 2936 - Cangaiba, São Paulo - SP, 03712-005",5511979714304,https://wa.me/5511979714304,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:05:08
Salão de Beleza - Elisa Fulanetto,"
Av. Cangaíba, 3568 - Cangaiba, São Paulo - SP, 03712-005",5511913540501,https://wa.me/5511913540501,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:05:17
Salã do Zé Pretinho,"
Av. Cangaíba, 3995 - Cangaiba, São Paulo - SP, 03712-005",5511965305346,https://wa.me/5511965305346,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:05:43
Studio Laura ferreira - Cílios Cangaiba,"
Rua Olga artacho, Viela rio negrinho, 835 - Jardim Piratininga, São Paulo - SP, 03717-010",5511917458638,https://wa.me/5511917458638,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:06:00
Bellas,"
Av. Cangaíba, 2583 - sala 02 - Cangaiba, São Paulo - SP, 03711-007",5511954508198,https://wa.me/5511954508198,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:06:08
Jhuly Nogueira Beauty Space,"
Av. Cangaíba, 2651 - Cangaiba, São Paulo - SP, 03726-080",5511962146948,https://wa.me/5511962146948,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:06:15
Claudia Ramos Estética,"
Av. Cangaíba, 1589 - Casa 1 - Cangaiba, São Paulo - SP, 03712-011",5511980583883,https://wa.me/5511980583883,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:06:26
Norma Cabeleireira,"
Av. Cangaíba, 916 - Cangaiba, São Paulo - SP, 03712-000",551120821614,https://wa.me/551120821614,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:06:36
Studio Érica Gomes!,"
Av. Cangaíba, 5142 - sala 03 - Cangaiba, São Paulo - SP, 03712-005",5511965659227,https://wa.me/5511965659227,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:07:02
Iza Beauty Studio,"
Av. Cangaíba, 2998 - sala 1 - Penha de França, São Paulo - SP, 03712-005",5511957904863,https://wa.me/5511957904863,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:07:09
KeBella Studio,"
Av. Cangaíba, 2265 - Sala 2 - Cangaiba, São Paulo - SP, 03712-005",5511950444844,https://wa.me/5511950444844,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:07:17
Studio Bella Beleza,"
R. Entre-Rios, 400 - Cangaiba, São Paulo - SP, 04736-000",5511962282890,https://wa.me/5511962282890,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:07:24
Studio Tieppo,"
Av. Dr. Assis Ribeiro, 4168 - Cangaiba, São Paulo - SP, 03717-001",5511977955345,https://wa.me/5511977955345,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:07:31
Espaço Eliza Cabeleireiros,"
Av. Dr. Salomão Vasconcelos, 697 - Cangaiba, São Paulo - SP, 03721-020",5511996616448,https://wa.me/5511996616448,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:08:04
Studio Diego & Lanna,"
Av. Rubens Fraga de Toledo Arruda, 26 - Cangaiba, São Paulo - SP, 03726-000",5511941803803,https://wa.me/5511941803803,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:08:11
Hiromi Beauty Hair,"
R. Cel. Meireles, 1117 - Cangaiba, São Paulo - SP, 03612-000",551122890111,https://wa.me/551122890111,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:08:19
Salão de Beleza Life Unisex,"
Av. Rubens Fraga de Toledo Arruda, 27 - Cangaiba, São Paulo - SP, 03726-000",5511953440318,https://wa.me/5511953440318,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:08:25
Espaço Aline Cardoso,"
Av. Cangaíba, 3027 - Cangaiba, São Paulo - SP, 03712-008",5511985332368,https://wa.me/5511985332368,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:08:35
Pablos coiffeur,"
R. Ṃelo ḍe Portugaḷ, 2 - Cangaiba, São Paulo - SP, 03728-250",5511959577230,https://wa.me/5511959577230,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:08:42
Cenira Cabeleireira,"
Av. Dr. Assis Ribeiro, 1920 - Cangaiba, São Paulo - SP, 03717-002",5511959062443,https://wa.me/5511959062443,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:09:15
"Studio Bella Rika ,Cílios, sobrancelhas , unhas (manicure/alongamento) LTDA","
Av. Cangaíba, 5138 - Cangaiba, São Paulo - SP, 03712-007",5511944612960,https://wa.me/5511944612960,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:09:25
Studio Gleiciane Luciana,"
R. Frei Frederico Vier - Cangaiba, São Paulo - SP, 03734-020",5511984180142,https://wa.me/5511984180142,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:09:34
Exclusivas beleza,"
Av. Cangaíba, 4516 - Jd castelo, São Paulo - SP, 03712-007",5511960871988,https://wa.me/5511960871988,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:09:41
Suellen carvalho espaço de beleza,"
Rua:Pedro de Brito, 62 - Cangaiba, São Paulo - SP, 03721-035",5511945715958,https://wa.me/5511945715958,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:09:49
Ka lopes-nail hair,"
R. do Túnel, 123 - Cangaiba, São Paulo - SP, 03703-150",5511970523761,https://wa.me/5511970523761,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:09:55
Studio Francine Mota,"
R. Crisóstomo Álvares, 47 - Cangaiba, São Paulo - SP, 03721-060",5511947433698,https://wa.me/5511947433698,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:10:05
Entre Elas cangaiba,"
Av. Cangaíba, 1084 - Cangaiba, São Paulo - SP, 03712-000",551123642230,https://wa.me/551123642230,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:10:26
Studio Aline Brito Lash e Designer,"
Av. Cangaíba, 2611 - 2•andar Sala 1 - Cangaiba, São Paulo - SP, 03711-011",5511974557340,https://wa.me/5511974557340,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:10:35
lourens HAIR,"
Av. Cangaíba, 4998 - Cangaiba, São Paulo - SP, 03727-050",5511977652969,https://wa.me/5511977652969,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:10:43
Pira na Beleza,"
Tv. Inezita Barroso, 28 - Cangaiba, São Paulo - SP, 03717-110",5511965624151,https://wa.me/5511965624151,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:10:52
Pira na Beleza,"
Tv. Inezita Barroso, 28 - Cangaiba, São Paulo - SP, 03717-110",5511965624151,https://wa.me/5511965624151,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:11:01
Esmalteria Laís Santos,"
Av. Cangaíba, 916 - Cangaiba, São Paulo - SP, 03712-000",5511942227878,https://wa.me/5511942227878,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:11:11
Donna a Donna Estética Integrativa,"
Av. Cangaíba, 2339 - Sala 01 - Jardim Piratininga, São Paulo - SP, 03711-006",5511941614398,https://wa.me/5511941614398,salão de beleza,São Paulo,Cangaíba,2025-09-29 18:11:45
